left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,nose_tip_x,nose_tip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
53.18867,35.36209,25.010044,36.388863,45.58339,48.865185,53.968338,67.24644
62.077927,35.50624,21.385738,30.384525,50.52088,53.456436,53.136414,68.461555
63.20738,36.163498,22.074123,28.494947,44.81018,59.40183,48.43879,75.80357
65.68237,38.566643,24.592083,31.89486,45.28566,51.680958,50.78065,72.0695
58.23928,34.15592,21.427422,30.408672,49.76822,48.55313,53.724854,68.90132
65.09541,37.71946,21.053715,28.39841,48.39572,51.644676,47.21955,78.11012
65.9265,36.931343,26.04348,31.865564,48.317642,62.021637,54.113194,68.70389
62.11281,32.16928,23.600447,34.424683,46.399727,53.70279,49.999077,69.66443
64.12091,35.283924,23.071419,24.77817,46.170284,56.87687,52.03209,74.26372
64.574234,38.742855,23.784752,34.293877,45.089134,64.53256,49.83878,68.67599
61.319607,38.5103,22.560223,36.194695,48.847557,63.415707,53.22371,67.09342
64.6182,41.047062,27.209717,30.250126,42.791546,66.8978,48.33332,74.85523
58.9415,31.172348,23.234364,36.535713,52.44068,59.708565,52.610218,78.9342
63.120037,34.54689,20.038246,27.905325,46.076828,56.567493,52.157555,80.12005
61.958794,40.155178,28.167988,30.524578,42.23802,63.584198,45.79218,72.399345
62.257156,38.74107,26.214832,36.322033,50.996124,60.728497,54.44542,74.010765
62.067856,43.063766,26.994709,32.92952,40.46804,61.403217,46.649223,76.50288
68.656654,33.66994,23.19051,29.427584,44.247536,56.273476,48.91436,72.88706
64.43599,34.308895,22.764275,25.834736,48.818794,56.879456,50.663727,69.595276
65.23674,35.644653,28.966858,29.347916,44.55877,64.394455,51.67077,74.84033
64.59345,37.9712,25.714699,32.464226,43.55013,61.39667,48.391617,73.13008
59.010704,40.343246,23.378662,31.452682,44.733437,58.55659,48.661125,73.49146
61.56547,38.3808,26.685581,30.10939,45.724174,63.12576,55.695328,69.02507
62.42126,40.07882,25.61575,32.92416,46.077858,65.882355,48.772903,70.53105
59.738,34.712616,23.86047,38.8783,47.095108,56.642612,40.547573,69.438774
63.358063,37.36413,22.654835,32.03104,44.95619,51.598747,47.763657,79.59473
66.18492,39.04651,29.399204,33.6,46.095303,66.71086,51.671318,73.166145
60.506252,40.789276,25.029251,29.838083,46.134346,64.12688,46.89331,65.43734
67.11147,31.489426,21.37101,32.1315,43.636166,61.38089,51.140457,74.55395
62.79216,37.19224,23.0225,34.41008,41.933746,55.567486,46.673573,79.13546
57.097214,31.046711,25.597736,36.820854,43.246,60.911293,48.272335,67.866974
60.509796,38.12215,20.187454,26.816477,45.104958,59.184425,50.233368,77.05157
62.850525,38.449257,23.583115,35.681564,39.77582,55.692707,46.962105,78.94919
68.596924,35.420383,20.384151,26.464882,43.94842,62.68722,51.733078,71.99805
60.793503,36.158394,24.189701,30.588829,45.377884,60.608128,48.419895,74.57269
63.499454,35.073,26.504307,33.91534,44.76711,47.26184,50.116837,76.8534
66.49075,34.97456,23.102825,28.748943,52.83805,50.469154,44.812523,78.95969
58.445446,42.30092,26.551819,27.64908,49.477158,62.970444,55.268085,73.97632
65.38173,31.441135,17.888103,27.647364,48.135967,61.13032,51.51828,70.29556
64.35472,34.296295,26.080975,35.544037,47.57585,63.459354,46.248238,69.229706
62.321953,31.718382,23.975676,37.260994,48.632362,55.641094,49.687897,66.90723
64.59345,37.9712,25.714699,32.464226,43.55013,61.39667,48.391617,73.13008
59.592453,37.84573,27.284208,32.44383,47.329517,61.200657,52.428696,72.10749
61.646812,31.239483,27.160704,29.962963,49.021168,55.997025,47.318176,72.94473
59.609825,39.65895,22.548038,27.771017,44.74939,56.92853,47.28118,74.31987
61.993317,35.819145,25.286514,26.83141,46.14,57.66362,50.013718,74.71323
61.06436,45.024426,22.007042,31.240105,47.922745,63.648617,50.01995,72.92737
60.65102,36.572712,24.30331,27.907661,46.76956,51.372494,42.710167,74.51586
65.95575,38.16749,24.193092,30.163942,45.83125,56.061256,47.74093,75.29226
65.1089,37.818916,26.75396,27.921936,47.409622,63.73381,53.31648,67.32428
59.492695,32.58432,18.850475,28.737728,44.799507,54.480846,47.367935,74.38262
63.17871,37.868732,23.928307,30.625427,44.39373,48.94184,47.229507,73.22726
64.86452,37.172688,26.212986,31.885113,49.241055,52.225304,53.4253,78.47326
64.661575,35.60508,27.017172,28.283897,44.413258,53.295525,50.164616,78.26835
63.725246,36.19552,24.970142,31.971376,38.22445,56.10529,48.024757,75.521164
65.29996,37.06716,24.660915,21.728643,43.652077,60.042686,49.282322,70.658745
62.055656,38.246864,24.983902,30.464043,48.261803,62.02952,51.271584,71.01331
63.75817,34.344166,26.844505,33.958855,46.6485,62.889496,48.818504,76.60302
58.94109,32.159115,21.951435,27.443604,48.936516,49.276737,49.29448,74.61547
66.08279,41.494957,27.904764,33.8152,43.528427,64.58507,47.639088,71.863594
65.755264,38.080116,23.665253,34.019157,36.983055,62.624542,46.626053,68.832306
60.53672,35.452732,21.396488,34.411884,44.214005,56.029358,44.44406,79.46445
62.081234,38.149075,25.081177,31.913961,42.371254,52.05107,45.76802,75.71785
63.676426,40.29522,25.624493,33.189415,47.570034,63.975002,51.19744,68.47915
62.02794,39.46661,25.416428,31.911022,40.19602,55.738575,45.087883,69.26906
63.921013,35.38549,25.747383,33.60135,43.12911,61.54589,52.049824,69.290985
61.499146,36.996357,27.754742,34.391468,46.793274,64.79787,51.43673,76.36235
65.52547,32.854607,25.688215,32.996666,40.38696,52.51673,45.139038,72.96396
64.15194,40.471584,27.929758,36.571663,45.771187,63.95763,51.04843,75.60803
65.044205,35.57537,23.912285,28.919651,43.39099,62.484016,46.98755,75.67403
71.54811,34.90583,26.693695,27.46603,51.032646,51.656765,51.06846,71.10916
55.315716,37.314964,22.061974,34.790672,45.124527,52.27398,57.808266,71.41246
60.73089,39.735706,23.476006,35.809555,50.321396,57.39268,49.4874,78.38004
63.59529,36.464985,24.714245,29.287144,40.97357,58.200817,47.722073,76.1343
59.73162,37.664124,24.061916,31.37238,43.37408,59.816025,51.3071,64.152176
60.936768,40.562267,28.020317,27.48217,44.2918,52.26401,47.355183,76.7235
60.366646,33.41536,23.035442,33.03041,50.762157,55.412876,51.387833,75.35255
60.735203,38.250954,30.630123,34.297466,41.27858,59.231644,46.54897,69.23461
65.37129,39.2735,26.525307,34.310223,45.091225,65.243614,48.57997,73.00935
66.0631,35.946754,25.020565,30.148155,48.017372,63.19543,48.788727,73.60513
66.705696,39.140022,24.852348,27.668987,50.86577,57.675877,50.399498,77.02935
62.42275,38.581383,23.237026,29.936605,41.99202,61.034424,46.601006,67.407814
57.02814,35.540653,29.188515,37.537994,44.67675,45.930904,47.725716,70.71843
65.39758,34.632393,23.98642,35.497974,45.027073,62.63697,47.66455,71.67743
62.06203,37.134483,25.098604,30.743916,41.304146,55.944054,48.879814,74.79308
59.902008,43.483307,25.418282,28.10651,45.66494,59.44829,49.26081,73.67383
62.409935,38.02146,30.294197,29.754974,44.180164,51.337772,48.31747,70.494576
58.04943,36.722157,23.19091,30.629131,48.692924,60.456104,44.41023,68.36098
66.31932,36.733143,22.31554,26.162102,47.38108,66.664505,47.9687,78.87828
62.590908,32.62014,23.988758,30.162071,49.10475,54.502144,48.660313,79.18106
58.937546,40.560146,21.201962,28.318008,44.03791,61.085052,47.430553,73.48687
63.305847,35.450314,27.20213,26.492859,46.82335,57.93765,48.38513,72.64948
65.42346,37.767143,27.684948,29.956604,46.390053,58.334175,49.607403,77.86455
64.50581,40.81191,24.844452,30.738974,46.38137,51.796658,47.83287,76.57634
60.927887,36.074505,28.58097,34.381493,41.667522,65.37256,50.96106,73.75054
65.961395,38.000183,21.080688,27.200844,47.143738,63.229088,48.404602,75.55327
61.97288,37.30614,23.19434,31.70528,46.6512,54.123585,46.870174,76.63364
60.70221,37.114204,33.835102,33.344635,44.355938,67.311264,50.78715,70.160805
64.29301,36.239365,30.606028,34.02868,46.424164,64.67561,51.954323,76.74677
66.82887,34.46376,31.044395,32.37117,46.84125,67.46505,48.590115,64.015656
65.60518,37.99652,27.937218,29.162426,46.835228,61.101185,49.02009,67.77818
63.513657,38.95747,23.307167,34.245907,47.849167,62.124676,49.132313,69.13503
66.27221,39.489544,29.11642,33.367382,44.214344,67.035126,47.073566,73.63613
64.88423,36.881462,25.050709,27.759674,45.712955,61.60928,48.83132,70.48983
63.45311,38.250755,23.011879,30.50382,39.761852,66.595764,45.08257,74.03369
66.191895,37.15993,26.89685,33.20479,46.56621,56.394104,48.241737,75.86922
68.35192,40.71059,24.213036,33.2428,51.830482,63.508232,48.820488,75.687485
69.61998,40.183006,27.32949,33.036148,49.02435,65.222565,51.899147,77.35244
65.56366,38.02909,27.501862,32.43793,51.023037,62.23053,49.41046,67.3595
66.078354,37.400692,19.82288,31.747131,48.49424,63.089252,49.9088,73.71653
57.12216,33.655712,22.581306,37.931828,41.61737,57.180428,52.28601,72.5782
61.17002,38.74665,30.14812,36.440598,46.218277,65.162735,48.695423,73.4536
67.75077,33.19976,24.261269,28.64032,45.87961,51.30525,45.316673,79.17552
64.11876,37.705215,25.948692,29.744152,45.591682,63.460983,50.046856,73.577805
66.00046,38.695213,25.984379,32.720913,43.89675,63.615955,48.57249,73.09919
60.13365,42.682632,27.229988,34.58177,42.734566,60.27775,49.646908,68.80893
58.860283,37.176712,23.716076,30.890656,43.814087,60.65016,47.40133,65.72627
59.40769,36.792095,27.61025,36.399464,42.82551,62.279766,46.285965,67.600784
64.99546,39.28939,27.173498,41.44775,48.719666,67.13829,48.9937,83.92589
65.47606,33.38152,26.250168,27.3507,43.520935,54.55292,40.204796,74.45737
52.958763,42.474808,26.88269,36.019917,39.247253,66.59007,53.178394,69.62774
63.89541,38.29802,23.948769,26.529915,43.04786,52.617493,47.25992,77.68925
62.501938,37.90652,25.40432,31.49386,49.514282,51.614616,45.951,79.6656
59.89388,37.816105,29.222927,29.414894,44.028793,57.59872,49.547836,73.77401
62.07937,36.119156,26.550999,35.63066,46.010033,58.891582,50.31559,76.87694
70.161285,33.996334,27.327164,34.254257,48.734352,59.159718,53.015175,73.606415
66.6044,30.002066,26.69519,32.553505,42.296223,67.28923,48.76403,70.5091
63.672615,36.72186,22.302364,30.513443,41.181053,55.09878,44.996998,72.56735
63.923553,37.77897,21.651012,31.395496,47.193497,61.16794,49.91951,72.59306
60.552235,31.490414,27.86391,32.79682,45.467594,51.42008,51.785156,68.00619
60.324062,38.23855,22.946144,33.012444,47.77439,55.417343,47.299316,73.59547
58.442608,35.996437,23.657585,28.949253,44.539085,58.932793,47.458546,78.51966
63.735638,40.36364,28.562927,37.905262,46.060165,57.940407,49.754013,73.46628
62.803116,32.44522,23.187119,27.755344,43.226677,58.47394,51.904392,71.34246
62.280212,39.75599,25.047493,27.210045,42.864376,63.443825,44.935974,75.22455
65.45254,38.455513,23.530594,30.17383,45.593727,66.923386,50.005486,73.514496
62.816483,38.170753,24.442583,34.125454,42.976635,66.36461,50.562714,73.382385
61.817642,41.98525,27.040985,28.710314,42.19905,63.32334,49.10826,76.04604
64.136826,33.89585,23.817436,30.483795,46.753937,57.18488,48.444412,73.48657
60.07941,40.920822,27.267487,33.175186,48.43718,65.52133,50.756,76.49577
60.386017,39.292152,26.972435,35.46218,44.8437,65.60735,45.662277,70.10486
65.614456,36.239742,35.087387,38.447453,46.920235,63.718735,51.10353,73.84653
66.95917,36.980087,25.913242,28.588078,45.235256,55.198345,46.751938,81.626755
65.71103,39.83098,26.234383,30.630198,45.569145,59.245296,51.99975,72.21895
62.62513,37.415398,23.389795,31.105812,50.608368,55.394726,50.89475,75.84314
64.99157,41.44815,24.804436,28.698412,40.355385,60.012276,47.393112,72.67075
67.76841,38.530197,25.060417,26.63136,45.08808,54.124992,46.533405,72.57045
67.312836,36.78869,25.112335,30.844173,46.661148,53.557793,48.83598,72.81253
61.959557,36.718895,27.053679,26.076061,44.15045,55.73172,50.739388,68.93283
67.11999,33.89141,30.98715,35.772144,46.425323,58.778904,51.50274,70.561646
62.123955,41.22818,22.901146,27.668282,38.129143,60.348763,43.98271,67.2728
62.917408,40.278854,29.877403,33.08004,43.361908,65.161804,47.76914,70.024666
61.862778,33.83017,28.944357,26.794506,46.701828,56.914337,51.163147,72.08388
66.92232,36.10208,23.728455,30.521397,45.76539,66.404724,47.474514,76.69266
61.69385,34.672134,25.76782,30.31672,42.16604,66.59679,46.612206,69.49566
65.44929,40.331593,29.429455,29.736298,43.99609,62.89562,46.638412,67.09675
63.36207,39.284447,25.235222,27.817104,46.733887,60.072063,54.957012,74.37226
68.67491,35.296432,27.248363,30.714186,42.43494,60.597977,46.494976,76.366684
63.71257,39.37125,27.915844,37.24915,46.4755,62.485535,50.584457,72.788
67.495476,40.860542,26.137959,28.450565,44.12188,63.54014,50.54884,68.86265
63.788292,38.323055,25.120857,30.073692,41.269665,61.470245,49.93731,76.59703
61.89212,34.36368,22.95762,29.852274,42.87729,63.541115,49.438076,76.127785
59.964397,37.272884,22.816578,33.61745,44.78093,48.961372,51.025528,77.51109
60.37342,36.183178,24.319378,31.587505,49.218853,55.69976,46.890232,74.2181
61.70366,38.222755,22.998627,32.009373,45.14672,62.398087,48.908615,79.87673
58.841385,35.732395,20.420258,28.222607,35.825836,59.204132,47.796013,75.41221
67.69385,33.18454,25.309418,30.27003,46.064262,57.18465,43.6758,82.59012
60.25834,38.043285,26.498777,33.869274,44.33419,58.30739,49.592377,70.881195
62.84514,37.932133,25.768324,33.516594,46.29772,63.049004,46.6386,74.53893
60.268005,35.322502,25.999508,31.242432,46.7846,51.2229,47.109035,75.22333
61.57669,39.35524,24.715683,42.27311,55.966667,58.616558,60.948982,74.55226
62.074734,42.448273,25.707947,33.23845,44.30119,63.491936,48.472755,61.93887
64.16038,37.201614,23.770618,32.053032,47.191563,52.529297,48.645912,77.6831
64.021515,39.656654,28.569687,35.32127,50.05109,64.03929,52.954636,71.7308
64.95083,34.76626,21.165226,27.904736,48.3891,69.07907,51.705357,75.96151
64.263626,38.25096,21.849571,31.68072,42.970585,63.725243,48.797894,75.71596
69.43028,37.669613,17.799553,30.36443,46.149933,55.76377,49.208084,76.192635
65.65965,36.615635,23.766716,33.158955,41.68342,61.569107,48.17286,73.23767
64.78448,33.547607,23.207012,34.51349,48.258125,48.296173,51.80259,76.77311
63.455074,35.451252,28.144642,29.008247,50.772842,53.42506,50.55156,71.643456
65.21524,42.97709,29.217075,33.03103,49.24419,66.359085,51.52105,65.83009
62.25878,37.4085,24.504963,31.933691,47.122635,61.434364,50.8766,72.83595
65.883865,38.094948,26.303062,29.578903,41.18609,65.32631,49.222378,75.67554
62.688805,41.00584,28.30857,35.5939,43.737465,63.604923,48.981262,71.94643
62.257782,38.170937,26.587566,33.621197,46.93839,69.763245,46.894722,72.4533
62.922283,35.30628,24.177067,32.459736,42.532738,60.11189,48.107056,71.68283
64.400955,38.601738,24.631317,31.999231,45.29184,61.03142,53.654663,71.65733
71.75136,37.044518,24.854431,37.281208,48.133186,64.48899,55.17907,74.69159
65.17536,39.4456,28.967106,32.944157,46.31238,68.03099,48.269497,75.38584
62.123646,33.895313,26.57735,27.143372,42.796173,59.912376,53.207527,67.268135
59.904762,36.183044,25.194687,24.03799,41.99107,53.967995,44.760944,68.83089
61.828262,34.98068,23.835278,31.242794,49.585335,63.33251,52.623672,82.04574
63.70707,35.087868,22.140465,30.205849,46.922432,52.128418,51.975346,76.818756
60.25476,34.02957,24.94675,23.974854,46.839252,55.022247,49.861183,68.99724
63.873722,37.666973,28.003696,31.81996,46.641838,58.053207,48.5262,76.34576
63.045326,41.53781,23.406689,34.84469,41.49164,66.3584,47.079086,73.605255
67.7121,44.259804,27.807468,30.968315,41.733578,64.3461,55.8563,71.615585
60.740536,31.535572,26.971962,34.617928,46.51668,49.086834,50.958244,70.084435
64.88389,40.08221,23.791988,29.743374,42.638477,63.581863,47.21721,68.60118
61.215202,39.480972,21.910809,23.401321,43.40926,61.2151,48.99894,74.428116
66.73847,38.273903,24.014011,29.17052,40.007805,61.18505,45.259842,75.38916
62.35896,35.490273,25.245167,33.394142,52.740273,51.508575,52.32602,75.85622
58.983444,32.360756,23.83409,31.43723,42.493935,54.66651,50.55992,74.27838
59.762135,34.198074,24.747505,31.08693,42.57081,56.43085,47.498306,69.24243
64.695755,42.07136,24.447449,30.757034,41.865128,63.989655,47.21673,69.610306
66.84432,35.57583,25.284134,33.8502,49.26207,57.41733,51.51934,70.206856
68.02286,33.67192,21.631836,28.17687,56.284126,59.8468,48.052055,79.62649
60.936943,40.317467,25.348206,33.879715,46.223164,64.73363,44.882336,75.0972
65.70268,40.38862,26.667133,29.033737,43.181755,61.92549,50.144524,70.46707
62.683605,35.069946,25.262798,33.662354,52.14483,51.995766,50.891617,73.29705
61.163876,35.284027,24.96352,32.972538,41.290997,64.57817,50.1865,73.27422
60.11579,35.681866,26.163387,31.118511,41.675827,63.235256,47.7827,70.68949
64.72712,38.67708,23.64928,33.170258,47.43177,52.12501,49.16193,75.99824
61.66611,37.380634,21.19006,32.496452,41.016563,62.43805,47.854736,67.82834
65.55249,38.79406,28.342285,32.88797,40.36835,66.89493,49.45012,74.7885
63.48897,34.97821,23.561043,31.408535,46.515133,50.77129,52.118214,69.87019
57.354687,36.900364,27.20536,27.369396,47.12484,64.899734,47.476875,71.809654
56.661797,43.980244,24.158699,27.484028,41.098015,57.905743,47.705273,66.32928
63.87979,34.81241,25.324692,29.841103,49.080498,51.704945,51.107403,70.73819
64.587585,41.968575,27.554646,32.935997,46.082882,64.79315,48.82814,77.36084
64.20005,35.003334,23.899334,28.027184,45.631386,52.235996,47.509666,74.66083
64.54974,38.17304,28.423264,31.75872,42.292183,63.064877,51.2483,70.52089
62.75813,36.167274,27.827255,28.84026,43.36197,63.73939,48.74525,64.990776
66.05038,40.33954,30.078064,32.055416,43.26674,66.83917,46.04431,75.48329
57.12846,36.744953,21.85941,35.116726,50.58564,45.15432,49.6942,62.497406
62.77127,37.258465,26.805935,36.10189,45.159683,66.883965,47.157425,74.811646
60.82767,39.093353,26.329128,36.559002,43.252697,62.25921,48.256245,69.16657
62.120693,40.6432,21.103642,30.087334,46.238888,55.851734,44.477562,76.44957
59.82598,36.5353,25.356937,33.94115,49.744843,58.338913,51.10089,65.27406
64.66743,31.299934,23.032497,28.55084,51.41442,57.230427,50.620186,72.83306
66.84413,35.498833,24.08247,28.117565,48.195076,64.492004,48.517193,75.725655
56.59757,37.08541,29.661419,32.898903,43.413837,63.04138,52.621178,74.26331
67.67479,33.5584,24.605124,32.260616,46.66868,58.700203,52.20147,73.1514
66.582016,36.118416,27.849709,32.99325,43.355545,63.19193,48.467567,71.732315
67.82544,39.73353,27.219456,29.659315,48.81304,66.09064,48.17534,68.65523
69.60189,42.807533,23.092354,30.720297,50.06629,62.934963,49.327522,72.45462
63.79524,34.85069,25.599272,31.431087,49.62489,60.37516,49.288414,67.67407
62.031612,47.73861,33.98914,33.513153,42.876434,62.846664,52.920395,65.594986
61.093933,33.581917,26.8881,28.988483,44.53813,60.10183,46.60685,76.03427
60.519047,34.27356,24.399933,27.386333,49.980354,50.32474,51.636192,79.963
64.80838,37.10945,25.535402,34.25954,50.136032,58.19679,54.64656,67.946045
65.5214,37.357075,31.234755,33.134613,48.12207,64.42599,45.41671,67.163864
61.43177,34.32775,20.909294,33.501534,47.292896,64.825775,50.623672,65.646805
62.27433,40.146927,28.54713,31.352566,47.937805,67.71802,47.07385,73.59592
63.912964,35.900787,28.801674,28.44991,45.826298,63.58501,49.78386,70.04746
60.598312,35.81729,23.531612,33.956917,45.862534,66.50457,46.19638,74.0845
61.45531,41.27233,28.793617,33.05276,43.55673,62.63256,46.103027,70.413475
63.29138,40.287388,19.917267,27.469753,43.42933,63.496506,49.928635,76.21799
63.09162,40.80117,21.775352,31.5438,41.06849,56.802437,55.76824,67.24293
60.9639,40.7442,30.102158,34.791603,47.14421,66.88042,48.52836,73.12405
56.688187,40.553493,29.296001,27.509827,45.24583,55.818523,44.695557,68.35167
64.237625,42.43273,30.67255,34.82076,39.03474,61.945587,47.695282,69.64167
65.7204,39.712128,21.909672,29.079605,42.621933,61.428513,47.515236,71.41532
63.209877,39.0904,26.764603,34.379616,50.441826,63.30037,51.35542,67.80807
62.125603,33.029346,27.933811,32.08854,46.11524,57.278114,46.74663,69.75475
63.09265,39.15815,25.718348,33.38383,42.707523,64.009,44.95991,72.107544
62.907494,38.572464,28.9926,32.306038,46.390537,64.35226,48.447517,72.8788
68.68181,37.221504,22.133083,30.210209,42.579685,62.898376,49.72896,77.78038
62.07572,40.068546,27.805298,29.694984,42.609688,65.0736,44.998657,66.96194
65.95862,35.851746,28.027939,30.048992,48.437256,56.18558,54.366615,75.241196
64.19212,38.342247,26.599691,31.531132,46.22054,55.373463,49.05719,87.288925
64.610245,40.442898,28.051937,33.87858,49.184906,63.55086,53.35058,63.96714
64.36088,39.507034,27.328945,28.68478,43.517754,62.127457,47.358593,72.68079
61.85344,37.509514,22.142159,31.951256,44.114193,54.37831,47.353657,72.0349
65.160446,41.5067,27.59097,34.499035,43.71686,67.75381,51.30985,72.30642
59.39485,36.653828,21.254879,28.343697,47.896927,59.326904,47.777283,71.07027
67.96612,39.604153,22.359955,32.84342,46.573334,61.85835,48.548653,75.79604
47.97145,35.419044,21.669893,39.386955,50.79722,47.468224,58.869514,80.887764
65.61038,37.15419,26.359812,35.557285,43.58355,65.13568,52.374847,72.38741
61.27807,37.681,28.341766,28.990913,45.578735,64.55906,54.623146,69.008644
62.735172,39.75788,25.118156,35.368076,46.143276,61.84497,50.85495,74.353806
61.434776,35.034447,32.587753,28.640003,51.529076,64.76105,46.990982,76.76498
63.038372,38.172356,27.813416,30.452827,45.234417,70.02991,47.102543,73.785194
69.03009,40.53788,23.492298,36.476383,46.224648,57.03939,54.9149,77.34331
60.42875,39.403824,25.038376,28.989172,44.482788,59.522026,47.25332,66.81208
59.531334,39.91149,33.473804,36.161438,45.633923,60.420776,49.33687,63.49308
60.781036,40.351513,23.917652,31.525389,43.30343,57.1687,45.266106,75.22637
61.594063,34.393105,27.914791,26.695229,45.12136,59.77691,50.77733,76.03983
63.0431,38.89426,28.493011,29.912922,41.77232,57.2898,47.384125,72.68691
62.960117,38.10305,31.376228,32.632137,43.779007,65.581436,45.469,72.09379
66.64563,40.333714,28.515316,36.422028,43.97218,67.16212,51.140556,73.44371
63.179134,35.23065,21.792164,27.857397,43.50781,53.259876,47.28995,73.61956
62.59018,38.830933,26.307121,31.719723,44.06722,59.951317,49.94878,68.86961
63.8963,37.67247,30.997993,29.143185,50.07602,69.34032,53.622887,76.69137
63.035294,40.095535,24.00845,27.018211,42.48831,59.333096,45.768417,74.66164
56.81964,38.66948,26.84639,30.7907,43.351185,59.85037,49.721367,60.05439
58.955765,41.854523,23.965652,32.884766,45.63217,60.296318,46.74421,65.14601
59.44717,38.819878,28.939934,34.74373,43.30849,62.002476,52.6584,69.13501
59.51444,37.449135,29.481495,36.909973,45.11009,58.441967,46.924507,77.67972
62.969833,38.354263,27.998356,32.665337,44.9289,58.75287,48.14311,74.704445
66.87275,31.821241,20.964748,28.22144,37.47356,60.601067,45.746967,73.9661
61.07576,36.544838,23.412285,30.212215,43.37917,53.58895,46.02092,77.43565
62.815697,44.27519,29.770016,36.430496,50.64946,53.8007,52.387356,68.33452
67.39116,32.41646,20.535904,32.17451,50.77796,58.8497,51.47843,69.86107
61.525787,32.767868,21.585945,32.77354,47.569386,51.943306,51.781914,71.25155
61.03998,41.06171,26.81974,30.722767,44.484512,57.510796,53.676285,77.17087
63.48461,35.809673,28.445004,33.065453,42.577213,62.363697,51.066208,75.46896
66.61175,37.899837,24.687096,33.91906,43.472794,60.49149,53.40912,70.54936
62.65986,36.687115,26.32288,31.899323,50.00682,63.124428,48.22764,69.80852
65.79494,37.0917,23.44466,27.471588,44.111965,56.13504,48.235764,77.10692
63.86912,37.736862,24.977325,32.917595,48.65079,50.128338,49.681858,74.63855
65.469574,37.087173,25.897345,29.308151,43.00911,59.27939,49.478794,72.15882
65.11949,38.897583,24.78786,32.37194,45.361504,60.514465,50.763206,76.45759
59.47634,41.164818,28.020348,33.983257,42.51682,67.60358,47.788895,71.47933
62.907494,38.572464,28.9926,32.306038,46.390537,64.35226,48.447517,72.8788
65.02173,35.41117,27.917286,32.40244,50.767227,54.5736,54.11104,71.9416
64.102066,35.656006,26.619755,29.53151,43.17038,61.63544,49.413864,72.3218
54.52407,33.56948,27.11075,35.03458,46.788544,51.490047,49.500286,71.913925
61.03401,38.753036,24.802681,31.692654,41.707115,60.8293,47.426086,67.5849
68.7502,36.85974,16.243784,28.62422,44.955395,63.722443,49.38674,71.189926
63.50363,37.919548,24.229733,29.215433,44.03598,69.757576,47.59927,69.33874
63.610336,37.733402,24.361408,35.292225,48.32356,52.0701,51.823715,81.04345
66.20345,38.535217,23.12112,30.266083,40.831276,62.665443,50.169216,69.23192
67.13179,37.74922,25.408142,31.62717,43.40769,64.21366,48.848503,76.451355
57.34551,40.075485,27.092888,32.887215,41.98406,62.244278,49.25573,69.573746
61.43454,35.721943,25.188213,30.603682,48.942802,50.220417,54.01477,75.917244
60.992844,34.139484,24.253723,28.864132,47.79362,50.300365,49.204845,76.63191
63.054337,42.362606,22.94622,29.3265,48.097183,63.294674,44.171913,77.14836
65.10663,37.397766,26.131683,35.169586,43.696564,67.46033,49.58451,80.18594
69.66103,38.980213,26.120403,36.354523,53.342552,58.43808,43.97837,70.984474
63.17148,32.48034,29.783165,29.19342,49.887665,63.301796,48.043877,71.66308
62.09286,39.793724,29.554092,31.306133,45.016357,61.276802,49.899193,70.29802
62.943913,34.715633,24.111938,34.193443,49.085506,55.475418,56.157745,78.86313
65.380554,40.21818,26.17372,29.753635,42.532505,57.934357,48.54665,74.110794
56.32133,41.185623,26.487968,37.565674,45.737175,57.377872,45.24333,65.98808
65.38718,39.47049,20.135277,30.043354,40.187836,60.800087,46.78887,76.26559
68.719826,39.088654,25.909428,32.19306,44.74942,59.629852,48.71387,73.43206
65.938324,30.84317,25.07899,31.298058,46.06775,60.748047,51.88936,69.23297
62.133556,39.183403,29.179169,32.766346,44.97674,64.01347,46.677925,68.54799
64.27746,35.453114,28.028862,38.215008,41.21101,45.573944,49.913055,74.844536
66.19562,39.34606,25.970245,33.467617,42.35876,66.853775,49.122902,72.882835
66.28494,39.85285,25.851719,34.931274,45.937263,64.93989,47.819717,72.73298
61.828743,36.965485,24.797798,25.3723,47.44841,51.71061,43.881554,74.78781
62.27274,36.632393,26.04766,32.32437,46.770382,65.19866,50.196533,73.48145
62.731968,38.01522,20.7131,30.631422,45.967316,66.44299,49.89618,73.459595
57.81202,37.646385,25.304577,28.771778,44.167057,52.799755,45.92876,71.00168
69.224335,37.48548,27.662354,29.089869,45.55228,58.512978,52.251312,73.08827
61.110535,34.762253,18.509245,30.866508,46.329113,55.04227,51.583794,75.3252
62.227844,35.749046,29.59618,31.67876,47.377274,65.44789,46.675217,72.88473
61.00248,36.50932,26.040592,31.069765,47.92762,58.044743,51.13523,74.996124
65.52414,34.30757,21.893902,33.708065,47.043694,54.480667,46.904423,78.45535
64.333084,36.353413,28.608692,26.358658,42.880966,57.645004,46.04254,65.31257
62.77542,37.54309,26.981441,29.092762,49.04397,49.906105,50.600815,75.752884
62.765,36.55277,21.893993,27.797955,41.447304,57.068676,47.641457,76.40406
66.47533,33.153824,23.284443,29.481714,48.748478,65.19118,51.47171,71.70807
64.39522,42.80043,31.951126,32.87222,50.98761,65.42818,48.203407,75.82264
61.11022,37.237,26.9479,30.615364,43.233322,47.769245,46.501633,75.88661
63.488358,40.628376,21.868034,29.700228,51.036034,59.641518,52.064102,67.133446
